RSSI,Occupancy
-99.45167396544954,0
-94.05406318534494,0
-51.61478564710853,1
-50.79296694701152,1
-97.80178525851319,0
-80.90876522978097,0
-87.25242548933959,0
-51.51969707046578,1
-72.11048987052006,0
-60.780278645176715,1
-54.05713541032005,1
-77.29546438380237,0
-51.65496552519295,1
-63.50353393270402,1
-64.9106351622602,1
-78.74754462733664,0
-54.73729154279559,1
-90.60173646359394,0
-72.62213558168892,0
-57.93638504743549,1
-76.12626489191175,0
-64.64496740437484,1
-90.60524991740397,0
-78.19591843917495,0
-78.90356965387218,0
-92.41341847049674,0
-66.40471580112809,1
-87.81132593764323,0
-69.06829686915553,1
-98.53687981267616,0
-56.907412738950995,1
-62.022129925757795,1
-77.28934945972821,0
-69.4232961051698,1
-54.451292094033654,1
-77.63984409759951,0
-81.8558026217926,0
-79.62010726889557,0
-93.12242457207158,0
-66.07312531854157,1
-59.707575627838786,1
-70.18646028667366,0
-95.74628737482922,0
-65.86200824076619,1
-98.03378247708785,0
-91.8209397482402,0
-72.48946184256303,0
-76.44192822784274,0
-89.9563931887219,0
-90.46451153203412,0
-63.789940082893295,1
-82.60974071690161,0
-51.30710705587695,1
-79.92115763124845,0
-99.04327281996943,0
-97.21692728446212,0
-77.23141731070857,0
-95.1145375241079,0
-63.79357039751166,1
-86.43830493560003,0
-78.76636987815837,0
-69.42594188597137,1
-53.509138165811514,1
-54.437790675196425,1
-57.935519407368965,1
-67.7351232660488,1
-77.49875853247609,0
-60.9475463927435,1
-72.97670059361224,0
-66.52809182154229,1
-84.09599171738533,0
-95.40433739771854,0
-85.81328115717271,0
-73.66928949973958,0
-91.24637651248426,0
-93.20534231567493,0
-89.28758609053368,0
-97.53267767078049,0
-59.60519653304455,1
-76.97793788300415,0
-55.1332174674304,1
-67.01227675336611,1
-88.75774484347284,0
-79.65948564090593,0
-91.54359220330201,0
-60.6508862449081,1
-64.35280159395312,1
-80.39143338651948,0
-83.87457551531614,0
-54.68600634471514,1
-84.70913525023514,0
-99.92305449597407,0
-77.28235924391025,0
-70.07530595654096,0
-81.22506547238366,0
-99.6857035427043,0
-52.67704696845709,1
-90.63498539793223,0
-79.19025648428551,0
-69.87608222590328,1
-62.8767907884873,1
-56.72054031454631,1
-65.653764733441,1
-66.06547809132022,1
-69.23826672830411,1
-56.87245891172218,1
-90.93652140412577,0
-97.70710968534063,0
-81.22086302970013,0
-77.37921298536945,0
-62.64085429522128,1
-77.05482774465347,0
-59.84890873726571,1
-78.88785456562786,0
-75.70274796927538,0
-73.92128267550927,0
-73.51932163462877,0
-54.59498639864206,1
-92.73797884287072,0
-51.82757596929332,1
-74.51846327714163,0
-67.53640165560569,1
-88.30153262819255,0
-54.07994041225366,1
-57.51393665914637,1
-77.59473823163343,0
-98.18158995533739,0
-80.15735785317356,0
-76.13078477403862,0
-82.64826614469436,0
-73.54583435518744,0
-79.45925092337856,0
-50.154787736114976,1
-83.79849796333355,0
-65.18121832068633,1
-84.90348854370325,0
-71.84562500865981,0
-85.9312136060004,0
-78.50229663613325,0
-66.90845432468385,1
-89.3921582892698,0
-61.239978772412485,1
-92.78784114907843,0
-81.99269785478096,0
-50.47390973098778,1
-53.77112703901673,1
-81.39172211966898,0
-93.1650271983943,0
-85.90081720408162,0
-63.70098625791874,1
-91.27076964477949,0
-80.14753857128443,0
-74.74830754009109,0
-77.97875512283977,0
-80.75300086784644,0
-97.38709139921967,0
-88.70163427594447,0
-96.03792831618217,0
-58.579819207731774,1
-85.3738644930226,0
-75.7383471124941,0
-64.42320012788697,1
-69.69050130365605,1
-59.46647631368253,1
-97.74239593236554,0
-50.05336848092218,1
-53.4752887214678,1
-61.09691081877655,1
-92.10093707317625,0
-79.92158895832036,0
-81.51455179412619,0
-91.84554063481663,0
-84.42047949605605,0
-76.6471525016833,0
-58.53488178519218,1
-98.24574423179517,0
-55.83183879873601,1
-69.91815165867037,1
-56.979491820694854,1
-98.22833471892335,0
-91.43623026328106,0
-74.56582997242351,0
-90.0891192812384,0
-59.85880245591671,1
-93.76210046454851,0
-76.3272664528974,0
-58.64817648164092,1
-71.22813177374326,0
-93.34284455520394,0
-87.95151160413934,0
-57.83110340518259,1
-67.05200092030194,1
-93.10707029109597,0
-72.17552460929537,0
-83.7669298919917,0
-67.31706830555687,1
-90.08814901307254,0
-87.82632940778814,0
-57.82844103782186,1
-92.35762125513459,0
-82.45477074138648,0
-64.55531580110161,1
-93.89474024310812,0
-67.09829466692611,1
-77.78164182069766,0
-99.99301742713384,0
-94.42043734855376,0
-99.07622246447522,0
-93.38985385587202,0
-89.15720930143462,0
-64.00078060689495,1
-83.90712362755394,0
-61.687401239090086,1
-72.78609856943083,0
-66.26411569157375,1
-61.3321899884088,1
-90.66392772013198,0
-87.75734351360094,0
-89.98194956409199,0
-57.825372045909354,1
-91.65794489922041,0
-51.74009119017076,1
-60.9929999091761,1
-60.40113172174059,1
-97.34022181845258,0
-87.89172050439693,0
-59.77332356053427,1
-83.57510140740922,0
-61.5988759996835,1
-65.60825221232133,1
-77.02461087853547,0
-83.39469015357597,0
-91.21985309434218,0
-85.72576438729905,0
-87.9948096638227,0
-94.77082289278138,0
-55.38395374198055,1
-62.18634479318445,1
-54.58100853294121,1
-84.03949103613492,0
-59.84956965497137,1
-50.78358480203983,1
-57.0188027326673,1
-66.8984563086101,1
-86.46071757175085,0
-68.1507266327839,1
-55.76539513972838,1
-86.95152229662439,0
-57.18495479642475,1
-78.19049164947299,0
-56.952498617541714,1
-96.84350372197513,0
-50.31333270774028,1
-83.06029928678981,0
-52.58377605876237,1
-90.00932742114048,0
-73.94244595883052,0
-55.608577961307844,1
-59.29433193249742,1
-61.014230787533336,1
-51.01826971781073,1
-55.619531526937216,1
-86.11024239198636,0
-74.76143550983149,0
-96.87248510942557,0
-56.13368919436779,1
-72.82490930540425,0
-79.75087373781798,0
-93.45966620059528,0
-64.8716244483916,1
-72.27490781734225,0
-60.43701012076511,1
-77.1802530759604,0
-81.61637756192638,0
-59.455206433070316,1
-88.22724250720509,0
-55.77374992644478,1
-89.49476529936794,0
-91.54131343885018,0
-55.626538639949594,1
-72.01254231637631,0
-63.75775714332289,1
-87.01744599080645,0
-96.72733426696652,0
-90.0789936829518,0
-56.3217081979331,1
-59.694042006007166,1
-90.39070243446032,0
-98.7442079954777,0
-75.19192246148356,0
-87.21601155373232,0
-53.943773960106064,1
-89.56715788166403,0
-55.52139353304944,1
-95.84318506321186,0
-72.89896972017964,0
-80.37783560670631,0
-81.7079383221107,0
-96.90384887002776,0
-73.05582380335697,0
-92.40469753542325,0
-87.53990199558183,0
-55.39022233634181,1
-63.1543469443183,1
-89.33355232056442,0
-70.19716584823426,0
-78.65277244829142,0
-68.46214017917151,1
-53.94048272354904,1
-73.11304862147051,0
-80.67636585049722,0
-87.63523630048643,0
-96.05622048841651,0
-56.35028451758474,1
-67.82041761614609,1
-71.9909391023475,0
-88.29807362719131,0
-76.30812676968806,0
-74.3507037010873,0
-94.1023377883653,0
-59.8988244653754,1
-65.79411191941968,1
-76.85276531315324,0
-95.07596843300513,0
-71.87844684465091,0
-51.79779641133796,1
-94.34197392061125,0
-71.13905286198866,0
-59.26029161448265,1
-88.87217736871064,0
-78.47398456833261,0
-73.39063791257078,0
-88.52960108626361,0
-60.48537901250751,1
-76.16517936868692,0
-62.71520051880458,1
-65.05941807843368,1
-86.57826461583477,0
-82.1717977187621,0
-66.50476616374374,1
-87.66498464351861,0
-75.19203799168668,0
-75.58069653169467,0
-99.84781540423377,0
-87.53063314649489,0
-58.74732682414947,1
-72.93752301200644,0
-89.17003536020727,0
-55.3872006731437,1
-81.06725625230415,0
-80.48348845048955,0
-55.64860584037853,1
-50.59500696332329,1
-88.23630138119606,0
-80.30183797346452,0
-51.73758198304955,1
-74.38289845181012,0
-53.60219156759708,1
-50.998383393981875,1
-52.85420351623635,1
-71.6188931870135,0
-90.06319172698025,0
-56.99853523081074,1
-80.99432701187656,0
-90.44559356480215,0
-65.45563452051636,1
-50.077330486997575,1
-67.98715612069026,1
-75.15229612925059,0
-89.73982880824197,0
-56.36393447839183,1
-82.97277444494974,0
-53.99988318211891,1
-92.64509011594318,0
-87.00268510514319,0
-57.523014143050204,1
-67.08941869158468,1
-87.00186475367437,0
-75.69332027302077,0
-95.63073020146817,0
-92.07685913880756,0
-86.0147042849929,0
-55.74985668488906,1
-82.88781546147382,0
-87.3433861316908,0
-97.69969442039167,0
-94.03408288740131,0
-73.44845053255268,0
-99.98187107076319,0
-77.70290808355384,0
-91.65559851843074,0
-79.07481755372926,0
-60.17110012475386,1
-58.80148722514586,1
-68.63097929316868,1
-73.86552320933302,0
-82.16651702247742,0
-78.51172450301478,0
-75.4014654364339,0
-94.22659772141566,0
-79.40152652283489,0
-54.75946566288332,1
-79.4679910531624,0
-76.25082806733187,0
-69.79722078550674,1
-69.43042190068941,1
-58.17440635539241,1
-74.49554897245896,0
-69.52733705039434,1
-65.11335342481526,1
-80.46064198795614,0
-98.61982004654227,0
-80.86517395929776,0
-89.10488840573443,0
-97.92334930429793,0
-74.38797459725805,0
-91.28886174393304,0
-56.11223571965568,1
-75.45120963158794,0
-69.09305258680617,1
-63.9238810247357,1
-64.54681747591923,1
-79.49507114867913,0
-68.02100077337093,1
-80.35033378764004,0
-75.40562102132634,0
-93.63206409068752,0
-68.11184664864024,1
-50.24001094315988,1
-52.4617107050126,1
-55.908047718066875,1
-75.52813491975837,0
-91.2755946632669,0
-52.85058191070575,1
-60.05026800520544,1
-99.60213878462893,0
-97.12514850133051,0
-71.54268377339349,0
-76.10727134816898,0
-54.415437513215,1
-69.56045719412417,1
-88.60196161284443,0
-80.06451809736464,0
-67.67597211417772,1
-51.68708826791325,1
-89.90854748077275,0
-77.43745686018715,0
-80.46248958001169,0
-57.69632766788076,1
-61.74105885349048,1
-53.20612878932719,1
-98.041957468127,0
-90.37603903352857,0
-87.90096947322455,0
-55.776265840751634,1
-99.68340947463719,0
-87.36025293336085,0
-81.32873520412448,0
-60.967118390395655,1
-81.88246525607184,0
-92.6877494631883,0
-86.66381224986046,0
-51.550563923869454,1
-89.14926408683743,0
-57.58254783459091,1
-76.3520766605659,0
-64.72851094678047,1
-72.09853354240929,0
-64.20911826991608,1
-95.43920554395724,0
-58.19236265879118,1
-81.11499550379583,0
-95.19961821522186,0
-89.34967037649282,0
-68.12533965677252,1
-95.93412661340331,0
-84.39536009884345,0
-85.17830353732157,0
-94.06219374923896,0
-97.51500248081292,0
-91.94980184682386,0
-99.27997739640642,0
-97.46346319441722,0
-91.49823989094268,0
-85.79833349244015,0
-96.0669412546528,0
-59.1138288164117,1
-86.14654788721262,0
-50.90024312283652,1
-91.26680389740436,0
-96.4072544977631,0
-99.31663474298976,0
-73.52974029210031,0
-51.20489735708527,1
-85.00097485794866,0
-78.12393979670729,0
-74.16041274656679,0
-68.18269378939377,1
-80.65265139541643,0
-79.31042984539712,0
-97.75838246371427,0
-81.54597319767603,0
-97.38362260506764,0
-57.75299288929547,1
-83.58840780621043,0
-84.3103537568189,0
-98.44666387115346,0
-52.6571335051897,1
-81.7789318278378,0
-89.14391940436303,0
-79.3729820830165,0
-63.14583827880491,1
-91.26628525717666,0
-80.13319718717257,0
-79.98203374777981,0
-50.16173628533323,1
-59.21242606384624,1
-55.99348687303093,1
-71.9028454802868,0
-57.91393285222936,1
-90.50058520384897,0
-98.93030140232914,0
-56.434734578190074,1
-64.92594222043925,1
-68.36450298843462,1
-97.93692939313773,0
-91.23975575336802,0
-83.37476577034953,0
-89.26107236546046,0
-81.3882805117952,0
-99.80344213096409,0
-75.18555769884286,0
-68.254767296348,1
-69.90623238837514,1
-51.84176391740074,1
-56.73666544075769,1
-55.246542970159666,1
-92.7591944815878,0
-75.92296926668729,0
-54.418908968284526,1
-87.42844549774969,0
-91.57640229668836,0
-83.89926646193608,0
-57.26446140411817,1
-60.062821960242694,1
-83.11576507076067,0
-85.54050663043243,0
-64.40346172988009,1
-92.0550206696564,0
-66.04042515118601,1
-92.50804664938376,0
-70.09155116197238,0
-93.43334384550869,0
-83.06637866606806,0
-53.68003303465134,1
-85.84954584269992,0
-75.02374234218668,0
-55.88193984538666,1
-74.44034456691263,0
-53.17465035876215,1
-96.42570439120684,0
-88.48755958058807,0
-78.79117823436829,0
-50.681914556272986,1
-80.53950381806541,0
-68.36991441818404,1
-67.3807506217288,1
-88.02139585086316,0
-86.16311821419852,0
-89.48124807205083,0
-66.64962796282508,1
-77.60802114679069,0
-71.0837039843581,0
-92.45394214417682,0
-60.386966424174126,1
-71.35394871854925,0
-63.197442147787086,1
-95.02890232220426,0
-79.49562566234039,0
-95.35354209074896,0
-61.69655726346578,1
-52.530919178497584,1
-68.81857244171604,1
-74.08833978419476,0
-77.7574190554122,0
-77.91987116745315,0
-58.05992454859828,1
-94.61560288873618,0
-88.6028841464201,0
-56.055177948991734,1
-61.25566763915046,1
-91.95727669282144,0
-70.50830874606876,0
-57.63669614137588,1
-95.23285158556806,0
-65.90460424991457,1
-91.04371141714938,0
-92.27866009809692,0
-71.96418667308494,0
-71.23648629225588,0
-70.1738754619899,0
-61.6777195049518,1
-55.49793032292422,1
-90.07099817275237,0
-60.43372293992547,1
-89.85254712956714,0
-50.14398469749257,1
-67.3550772593376,1
-81.17116054718527,0
-94.84972622353474,0
-81.37406103217516,0
-70.55569195090266,0
-63.037616037025494,1
-65.52842327975331,1
-54.69665565863257,1
-73.56959820748315,0
-55.16603603537664,1
-63.54243254014293,1
-90.15303042028627,0
-60.38233352269383,1
-98.43780747610738,0
-73.99153279720268,0
-62.28386715458433,1
-57.67826915771888,1
-52.132671399507444,1
-64.24030861256877,1
-75.85495772412843,0
-65.42932802848237,1
-51.55773681174126,1
-50.14878870392151,1
-93.48803309769208,0
-54.00335939045144,1
-55.133317609495556,1
-98.08424230880027,0
-54.07890597771862,1
-61.69011013840658,1
-70.04938588311455,0
-75.11580383111954,0
-62.778141585173806,1
-71.61906703406288,0
-62.621414684549414,1
-99.13228627600868,0
-80.28832943626608,0
-90.11525383440485,0
-97.39036485914157,0
-89.1704577779168,0
-60.1999093359275,1
-65.0994787163724,1
-78.28560935292376,0
-62.355734102199555,1
-96.25471186531824,0
-85.36659963122796,0
-54.98158924749927,1
-56.055489496014346,1
-68.05458583153123,1
-63.02346593722369,1
-62.17576417461138,1
-84.92854221104264,0
-50.51476722625311,1
-70.16295332861738,0
-53.31654715161644,1
-96.69862676937638,0
-81.26673173797332,0
-72.29859615715344,0
-75.30863668973385,0
-75.61673652919508,0
-59.89302932223487,1
-86.02806552030361,0
-63.28059025931832,1
-58.87311592169671,1
-86.88919575007033,0
-72.1237342955815,0
-59.779636782693224,1
-76.86622539706892,0
-78.18488967184676,0
-54.81075745224965,1
-90.04014100481606,0
-88.9188243640177,0
-76.48595027000769,0
-57.681685317798646,1
-90.47592941779506,0
-57.63307715968855,1
-81.29630353485277,0
-55.419506075776184,1
-87.60563218967222,0
-54.7505494834831,1
-74.53486624757987,0
-90.24258107948413,0
-57.070942388751966,1
-94.19252320362382,0
-99.23115908613461,0
-50.8739058437011,1
-55.087860660750444,1
-63.44342434303396,1
-66.19820996029745,1
-95.36416766949549,0
-77.86640441128328,0
-53.3834695990594,1
-87.41664651166235,0
-93.62923666701623,0
-86.76152940380598,0
-88.51460222063139,0
-95.22441269721257,0
-61.46865739519742,1
-92.30198912167045,0
-76.896269298166,0
-75.56037489849159,0
-77.74548445419049,0
-71.4059881646532,0
-62.78391011593724,1
-94.67892054514873,0
-61.78445021736412,1
-84.39653652518838,0
-87.73234189732008,0
-66.28418361050791,1
-53.56553604733525,1
-58.885296121579906,1
-98.20754440218595,0
-62.5975191833706,1
-87.71213859847317,0
-65.66938118343677,1
-52.13790831119509,1
-76.05847039075694,0
-91.93544576558335,0
-94.07261157976795,0
-59.4851587078179,1
-84.38185262359603,0
-82.1653805132114,0
-53.76346017044215,1
-53.45373184692647,1
-74.83941203319758,0
-73.88752672940038,0
-56.792877703988644,1
-89.10773437298464,0
-73.90972727909822,0
-71.51241726797909,0
-75.32614667016846,0
-54.460170563804446,1
-81.9885534515619,0
-69.20076432362428,1
-97.22205799493011,0
-68.28280162494542,1
-89.76282914498921,0
-69.69164557026774,1
-79.95095230398317,0
-59.48599558945378,1
-58.12641029308755,1
-57.47203903748571,1
-75.69304428616589,0
-80.42968650780267,0
-70.92036548687105,0
-76.29672905383656,0
-80.28792995406657,0
-90.51541587607002,0
-76.82297050323817,0
-59.24757200734806,1
-91.55007553548113,0
-92.4573669181289,0
-51.26916086591663,1
-56.189392546418304,1
-69.92795226791296,1
-58.68766888124631,1
-91.45595666120265,0
-95.18117954273004,0
-76.08792049046514,0
-77.64951787630254,0
-74.64358557109827,0
-52.4404213206279,1
-72.7643241662912,0
-91.17385754644557,0
-53.445629092720374,1
-72.8853895398232,0
-65.5242336714058,1
-83.5394405051133,0
-76.33230426156753,0
-72.45605450307738,0
-58.54560272980575,1
-78.74042980612947,0
-63.3934164526825,1
-82.28208847823535,0
-67.19452177374015,1
-59.63607968917056,1
-83.70504024967562,0
-53.117730917157765,1
-56.29524666500279,1
-60.59313500127048,1
-58.92983206795736,1
-96.47963392428956,0
-76.5107926781303,0
-84.32776986287578,0
-88.9329216228332,0
-56.633637593593924,1
-78.47052648624592,0
-83.95287930634089,0
-73.44019360666056,0
-51.5913129006182,1
-59.939722640068794,1
-64.77401154446986,1
-81.9604418632569,0
-88.74261260965193,0
-95.53149459242651,0
-75.88169147233452,0
-73.38949878413446,0
-84.02686188041481,0
-81.91536149545063,0
-51.18668480317248,1
-50.44672641517616,1
-67.97956763531873,1
-75.12007932488314,0
-86.03526358059817,0
-86.00640828386032,0
-78.24192829880457,0
-81.06339260645144,0
-76.95587407713475,0
-91.72321427305803,0
-57.83700021116039,1
-55.84467863861214,1
-54.88290378560669,1
-71.23132070932178,0
-67.62580875675792,1
-80.1213685418611,0
-93.31591168769566,0
-76.93008416436457,0
-84.67474775694302,0
-59.632380831036016,1
-60.92769032963093,1
-73.71340254734287,0
-93.60706415164616,0
-66.91642225346621,1
-90.29184557676567,0
-80.28402854567116,0
-95.70580886844778,0
-79.17987347021824,0
-92.06900763049332,0
-61.008384245666164,1
-60.06052802265105,1
-83.34372240704553,0
-95.3169191403204,0
-86.87905997574839,0
-82.51638645042236,0
-62.86965941239841,1
-92.3721489773622,0
-75.81826834022219,0
-62.82977578216555,1
-95.19702728528837,0
-62.080067706687,1
-98.05202417905379,0
-58.18585444131435,1
-84.61434590830352,0
-56.18348880102261,1
-72.99163622765818,0
-54.67647759067361,1
-85.25642118446828,0
-83.13721275495902,0
-52.06447422108815,1
-80.8343839590057,0
-64.86753167953714,1
-62.34234949128821,1
-68.48880275976111,1
-54.40488155702325,1
-63.52025869622382,1
-61.29122621154585,1
-83.80443804294876,0
-66.58368248330424,1
-91.51475163526091,0
-84.7951661644208,0
-76.8604316857656,0
-87.83951087460726,0
-54.17825173409477,1
-74.91413923432762,0
-84.68036382566616,0
-97.98135580672783,0
-76.91824837443636,0
-95.66193077446124,0
-85.9053174548762,0
-66.34404639237067,1
-87.85744994175556,0
-67.0340022419998,1
-96.52388478082361,0
-74.76244548439668,0
-60.41005692686709,1
-97.41670282093813,0
-91.26405963960491,0
-99.93608142118825,0
-74.06858685763837,0
-85.74824056245185,0
-50.57684885298952,1
-64.40739302496645,1
-59.22976829399466,1
-91.60028766454319,0
-80.76965057926571,0
-90.7285287448188,0
-65.68786774044348,1
-56.55119763435058,1
-81.96311395897143,0
-59.21743713759861,1
-53.03505507717765,1
-93.8061706771193,0
-73.04438185195936,0
-94.41165440547228,0
-96.77703316522653,0
-83.57226308929208,0
-61.00413702115473,1
-96.82924025375183,0
-84.65593502545906,0
-53.00492658510361,1
-77.83966820098371,0
-98.1925040081201,0
-84.25842064655981,0
-93.9596938063251,0
-68.66239824882703,1
-67.55348994221364,1
-79.88971856337116,0
-83.43940065866501,0
-62.47106024501073,1
-85.77427469507059,0
-95.44099742002881,0
-86.13153600942285,0
-54.02680643851504,1
-87.351380366682,0
-85.6581528823822,0
-52.188366504666874,1
-99.83247345198153,0
-52.751331838111874,1
-57.18383246330892,1
-90.09152033267247,0
-54.614891348990156,1
-92.16148114516656,0
-83.17898694778793,0
-78.82504972170648,0
-74.00412526046239,0
-62.761817273230655,1
-69.21558976552205,1
-86.9545661585733,0
-99.62211030205732,0
-72.44535372960935,0
-91.69288271085779,0
-88.46553761918237,0
-62.87156711632171,1
-70.33569271173565,0
-63.04087272754545,1
-76.6793451222288,0
-56.32449209860365,1
-76.37007504522853,0
-84.55525590046935,0
-90.72649617005086,0
-57.88968917169981,1
-55.110335711740746,1
-62.54681526912718,1
-98.85181652535304,0
-75.9977716752886,0
-98.8448059470597,0
-73.62799643126905,0
-63.59461574082439,1
-76.07714931839844,0
-92.05454271491526,0
-67.49611152105717,1
-77.87961815088127,0
-66.31387587797616,1
-88.10840674508086,0
-84.59746081589188,0
-88.6897830747376,0
-94.39438689717471,0
-82.70646610374476,0
-94.51309954065917,0
-52.933396727450884,1
-82.98276221227832,0
-80.61850866563363,0
-66.80756454853935,1
-78.1218988014925,0
-52.11923937591721,1
-70.10634562716415,0
-52.405411972350876,1
-98.6199622997143,0
-83.3125397729847,0
-56.211706803440705,1
-91.13952951452393,0
-67.15741901675855,1
-95.77969552234991,0
-70.8920694941515,0
-98.01691926100968,0
-69.20721723774055,1
-71.6131329369043,0
-63.272150086165915,1
-75.54737864285495,0
-62.80994152857049,1
-70.4889461110371,0
-63.517937040004014,1
-98.4306386363985,0
-65.60243153525816,1
-97.39578583024525,0
-94.42003993888285,0
-87.31104031713146,0
-72.77634684300098,0
-63.01731487903002,1
-78.4596152931409,0
-62.28144796261957,1
