Timestamp,Occupancy,PIR,CO2_Level,WiFi_Devices,Radio_RSSI,Door_Open,Image_People_Count
2025-01-01 00:38:00,0,0,400.0,0,-85.00873227065614,0,0
2025-01-01 00:39:00,0,0,400.0,0,-87.38990491134217,0,0
2025-01-01 00:40:00,0,0,400.0,0,-85.56230664516862,0,0
2025-01-01 00:41:00,0,0,400.0,0,-84.09248466081651,0,0
2025-01-01 00:42:00,0,0,400.0,0,-72.00885049749562,0,0
2025-01-01 00:43:00,0,0,400.0,0,-80.42544825412777,0,0
2025-01-01 00:44:00,0,0,400.0,0,-70.97636186486066,0,0
2025-01-01 00:45:00,0,0,400.0,0,-74.73891157426137,0,0
2025-01-01 00:46:00,0,0,400.0,0,-75.67128110001957,0,0
2025-01-01 00:47:00,0,0,400.0,0,-71.38225182454737,0,0
2025-01-01 00:48:00,0,0,400.0,0,-70.47982406106618,0,0
2025-01-01 00:49:00,1,1,400.0,4,-59.43452258320201,0,1
2025-01-01 00:50:00,1,0,400.0,3,-71.11590944178272,0,0
2025-01-01 00:51:00,0,0,400.0,0,-75.70752896203835,0,0
2025-01-01 00:52:00,0,0,400.0,0,-80.42634826506767,0,0
2025-01-01 00:53:00,0,0,400.0,0,-83.52487421966512,0,0
2025-01-01 00:54:00,0,0,400.0,0,-76.99981721914152,0,0
2025-01-01 00:55:00,0,0,400.0,0,-78.7836692276983,0,0
2025-01-01 00:56:00,1,0,400.0,3,-86.26315162905067,0,2
2025-01-01 00:57:00,0,0,400.0,0,-87.49385540680353,0,0
2025-01-01 00:58:00,1,1,400.0,5,-66.442228709686,0,4
2025-01-01 00:59:00,0,0,400.0,0,-71.43289070908111,0,0
2025-01-01 01:00:00,0,0,400.0,0,-76.90742184329926,0,0
2025-01-01 01:01:00,0,0,400.0,0,-83.12783450737466,0,0
2025-01-01 01:02:00,0,0,400.0,0,-83.66559543601022,0,0
2025-01-01 01:03:00,1,1,400.0,3,-53.33590720993962,0,4
2025-01-01 01:04:00,0,0,400.0,0,-74.88341089002084,0,0
2025-01-01 01:05:00,0,0,400.0,0,-87.05167567332903,0,0
2025-01-01 01:06:00,0,0,400.0,0,-78.62229263672604,0,0
2025-01-01 01:07:00,0,0,400.0,0,-84.04375140810072,0,0
2025-01-01 01:08:00,0,0,400.0,0,-85.54125140958178,0,0
2025-01-01 01:09:00,0,0,400.0,0,-75.9903715608939,0,0
2025-01-01 01:10:00,0,0,400.0,0,-82.02605920111723,0,0
2025-01-01 01:11:00,0,0,400.0,0,-74.77649218946073,0,0
2025-01-01 01:12:00,1,1,400.0,2,-62.62710012399815,0,1
2025-01-01 01:13:00,0,0,400.0,0,-82.12054294126978,0,0
2025-01-01 01:14:00,0,0,400.0,0,-88.37258079749309,0,0
2025-01-01 01:15:00,1,1,400.0,2,-64.23335099543979,0,0
2025-01-01 01:16:00,0,0,400.0,0,-81.11762259261646,0,0
2025-01-01 01:17:00,0,0,400.0,0,-76.2655078602942,0,0
2025-01-01 01:18:00,0,0,400.0,0,-75.38802258537703,0,0
2025-01-01 01:19:00,0,0,400.0,0,-73.40262728017433,0,0
2025-01-01 01:20:00,0,0,400.0,0,-87.2932963555762,0,0
2025-01-01 01:21:00,0,0,400.0,0,-87.17353608093397,0,0
2025-01-01 01:22:00,1,1,400.0,3,-58.636475806201176,0,1
2025-01-01 01:23:00,0,0,400.0,0,-82.3927581300536,0,0
2025-01-01 01:24:00,0,0,400.0,0,-79.82876370890963,0,0
2025-01-01 01:25:00,0,0,400.0,0,-84.40173026841876,0,0
2025-01-01 01:26:00,1,1,400.0,1,-58.44866874166567,0,2
2025-01-01 01:27:00,0,0,400.0,0,-82.68765349858177,0,0
2025-01-01 01:28:00,0,0,400.0,0,-72.34063733015313,1,0
2025-01-01 01:29:00,1,0,400.0,2,-78.8181667761267,0,0
2025-01-01 01:30:00,0,0,400.0,0,-72.4307623065182,0,0
2025-01-01 01:31:00,0,0,400.0,0,-85.8857043408796,0,0
2025-01-01 01:32:00,1,1,400.0,2,-51.15674887402629,0,0
2025-01-01 01:33:00,0,0,400.0,0,-78.04242502487533,0,0
2025-01-01 01:34:00,0,0,400.0,0,-70.93398805697561,0,0
2025-01-01 01:35:00,1,0,400.0,4,-85.05756184052916,0,0
2025-01-01 01:36:00,1,0,400.0,4,-81.75709855628607,0,0
2025-01-01 01:37:00,1,1,400.0,1,-57.517724875088305,0,1
2025-01-01 01:38:00,1,0,400.0,3,-84.31863719180956,0,3
2025-01-01 01:39:00,0,0,400.0,0,-82.13210273688095,1,0
2025-01-01 01:40:00,0,0,400.0,0,-74.42804272709841,0,0
2025-01-01 01:41:00,0,0,400.0,0,-71.62729945117202,0,0
2025-01-01 01:42:00,0,0,400.0,0,-84.5375997550052,0,0
2025-01-01 01:43:00,0,0,400.0,0,-73.93984183449321,0,0
2025-01-01 01:44:00,0,0,400.0,0,-79.11886658732156,0,0
2025-01-01 01:45:00,0,0,400.0,0,-85.4975956161053,0,0
2025-01-01 01:46:00,0,0,400.0,0,-72.58568033465608,0,0
2025-01-01 01:47:00,0,0,400.0,0,-72.59955168587274,0,0
2025-01-01 01:48:00,1,0,400.0,3,-84.33825293135176,1,3
2025-01-01 01:49:00,0,0,400.0,0,-79.60822830800808,1,0
2025-01-01 01:50:00,0,0,400.0,0,-78.3690066033879,0,0
2025-01-01 01:51:00,0,0,400.0,0,-71.34159435930542,0,0
2025-01-01 01:52:00,0,0,400.0,0,-85.76045387698078,1,0
2025-01-01 01:53:00,1,0,400.0,3,-85.71624082438629,0,2
2025-01-01 01:54:00,0,0,400.0,0,-82.9563175957256,0,0
2025-01-01 01:55:00,1,1,400.0,4,-65.85734436143092,0,2
2025-01-01 01:56:00,1,0,400.0,3,-76.47032171722101,0,2
2025-01-01 01:57:00,1,1,400.0,2,-50.74644159595095,0,0
2025-01-01 01:58:00,0,0,400.0,0,-75.09132246244432,0,0
2025-01-01 01:59:00,0,0,400.0,0,-74.58211314961606,0,0
2025-01-01 02:00:00,0,0,400.0,0,-83.3805860764407,0,0
2025-01-01 02:01:00,0,0,400.0,0,-78.34655283366651,0,0
2025-01-01 02:02:00,0,0,400.0,0,-85.19235304721208,1,0
2025-01-01 02:03:00,0,0,400.0,0,-75.82656917407634,0,0
2025-01-01 02:04:00,1,1,400.0,1,-66.40404066984884,0,5
2025-01-01 02:05:00,0,0,400.0,0,-72.66988330401892,0,0
2025-01-01 02:06:00,1,0,400.0,1,-78.40548994751397,0,2
2025-01-01 02:07:00,0,0,400.0,0,-77.37010697404816,0,0
2025-01-01 02:08:00,1,1,400.0,2,-62.83461728321807,1,1
2025-01-01 02:09:00,0,0,400.0,0,-86.24341061501151,0,0
2025-01-01 02:10:00,0,0,400.0,0,-80.44250568119475,0,0
2025-01-01 02:11:00,0,0,400.0,0,-70.53675411098384,0,0
2025-01-01 02:12:00,1,0,400.0,7,-87.37341480345279,0,1
2025-01-01 02:13:00,0,0,400.0,0,-85.41487012488267,0,0
2025-01-01 02:14:00,0,0,400.0,0,-74.87761369231505,0,0
2025-01-01 02:15:00,1,0,400.0,2,-81.15838902623777,0,0
2025-01-01 02:16:00,0,0,400.0,0,-70.7765166927577,0,0
2025-01-01 02:17:00,0,0,400.0,0,-71.76030161976092,1,0
2025-01-01 02:18:00,1,0,400.0,4,-86.36696785017055,1,3
2025-01-01 02:19:00,0,0,400.0,0,-85.16318348300615,0,0
2025-01-01 02:20:00,0,0,400.0,0,-72.46025147158437,0,0
2025-01-01 02:21:00,0,0,400.0,0,-79.57527706002314,0,0
2025-01-01 02:22:00,0,0,400.0,0,-84.19941714837594,0,0
2025-01-01 02:23:00,0,0,400.0,0,-76.13718604122133,0,0
2025-01-01 02:24:00,0,0,400.0,0,-81.88137707366576,0,0
2025-01-01 02:25:00,0,0,400.0,0,-88.14773947101716,1,0
2025-01-01 02:26:00,1,1,400.0,3,-67.23715454910905,0,1
2025-01-01 02:27:00,0,0,400.0,0,-70.76124391097777,0,0
2025-01-01 02:28:00,0,0,400.0,0,-71.96160683141707,0,0
2025-01-01 02:29:00,0,0,400.0,0,-80.8445477879246,0,0
2025-01-01 02:30:00,0,0,400.0,0,-84.22098150411102,0,0
2025-01-01 02:31:00,0,0,400.0,0,-88.6999948883689,0,0
2025-01-01 02:32:00,0,0,400.0,0,-81.6559294460746,0,0
2025-01-01 02:33:00,0,0,400.0,0,-79.82610226171232,0,0
2025-01-01 02:34:00,0,0,400.0,0,-81.06575872656722,0,0
2025-01-01 02:35:00,1,1,400.0,2,-69.09994181268256,0,1
2025-01-01 02:36:00,1,0,400.0,3,-71.98004632042748,0,4
2025-01-01 02:37:00,0,0,400.0,0,-78.52391122849238,1,0
2025-01-01 02:38:00,0,0,400.0,0,-71.5731317733694,1,0
2025-01-01 02:39:00,0,0,400.0,0,-71.16208422522149,0,0
2025-01-01 02:40:00,0,0,400.0,0,-72.594915919303,0,0
2025-01-01 02:41:00,0,0,400.0,0,-82.80150792908518,0,0
2025-01-01 02:42:00,0,0,400.0,0,-84.60898464275988,0,0
2025-01-01 02:43:00,0,0,400.0,0,-85.98457969404248,0,0
2025-01-01 02:44:00,0,0,400.0,0,-82.88479252622552,0,0
2025-01-01 02:45:00,0,0,400.0,0,-87.35943841899561,0,0
2025-01-01 02:46:00,0,0,400.0,0,-71.11717572773904,0,0
2025-01-01 02:47:00,0,0,400.0,0,-81.14812755568006,0,0
2025-01-01 02:48:00,1,0,400.0,2,-86.99696487431437,1,3
2025-01-01 02:49:00,1,1,400.0,5,-62.449124693252294,0,1
2025-01-01 02:50:00,0,0,400.0,0,-88.29514387142721,0,0
2025-01-01 02:51:00,1,0,400.0,0,-81.19228815065222,1,2
2025-01-01 02:52:00,0,0,400.0,0,-70.81830014747925,0,0
2025-01-01 02:53:00,0,0,400.0,0,-83.42993534465788,0,0
2025-01-01 02:54:00,0,0,400.0,0,-83.98870580731854,0,0
2025-01-01 02:55:00,0,0,400.0,0,-79.65151411646433,0,0
2025-01-01 02:56:00,0,0,400.0,0,-82.22136191522884,0,0
2025-01-01 02:57:00,0,0,400.0,0,-73.67494239679966,0,0
2025-01-01 02:58:00,0,0,400.0,0,-78.39822921650222,0,0
2025-01-01 02:59:00,0,0,400.0,0,-81.31269722458099,0,0
2025-01-01 03:00:00,0,0,400.0,0,-89.92476804972382,0,0
2025-01-01 03:01:00,0,0,400.0,0,-82.53604170242699,0,0
2025-01-01 03:02:00,1,1,400.0,1,-56.66377934922551,0,2
2025-01-01 03:03:00,0,0,400.0,0,-76.18980122235715,0,0
2025-01-01 03:04:00,0,0,400.0,0,-74.52797399403123,0,0
2025-01-01 03:05:00,0,0,400.0,0,-82.376235787194,0,0
2025-01-01 03:06:00,0,0,400.0,0,-74.03894081589979,0,0
2025-01-01 03:07:00,0,0,400.0,0,-74.61362295763564,0,0
2025-01-01 03:08:00,1,0,400.0,5,-77.09821618137917,0,1
2025-01-01 03:09:00,0,0,400.0,0,-83.8937259750262,0,0
2025-01-01 03:10:00,1,0,400.0,0,-71.17363151146485,0,1
2025-01-01 03:11:00,1,0,400.0,3,-85.66790521471646,0,2
2025-01-01 03:12:00,0,0,400.0,0,-72.42800954559075,0,0
2025-01-01 03:13:00,0,0,400.0,0,-86.30230669849554,1,0
2025-01-01 03:14:00,1,1,400.0,4,-63.7649137374353,0,1
2025-01-01 03:15:00,0,0,400.0,0,-71.1346546157031,0,0
2025-01-01 03:16:00,0,0,400.0,0,-74.84954834661853,0,0
2025-01-01 03:17:00,1,0,400.0,1,-78.51175011605233,1,0
2025-01-01 03:18:00,1,0,400.0,2,-87.00999689578661,0,2
2025-01-01 03:19:00,1,0,400.0,3,-87.58009244059792,0,2
2025-01-01 03:20:00,0,0,400.0,0,-80.0468527806553,0,0
2025-01-01 03:21:00,1,0,400.0,4,-85.14032659272247,1,0
2025-01-01 03:22:00,0,0,400.0,0,-85.60319142057794,0,0
2025-01-01 03:23:00,0,0,400.0,0,-77.99622229054238,0,0
2025-01-01 03:24:00,0,0,400.0,0,-80.94366623556665,0,0
2025-01-01 03:25:00,1,1,400.0,2,-53.74725662017228,0,2
2025-01-01 03:26:00,0,0,400.0,0,-82.68708248093144,0,0
2025-01-01 03:27:00,1,0,400.0,2,-85.7890167858349,0,1
2025-01-01 03:28:00,0,0,400.0,0,-71.64089059404786,0,0
2025-01-01 03:29:00,0,0,400.0,0,-82.07676169012615,1,0
2025-01-01 03:30:00,0,0,400.0,0,-76.63586664305774,0,0
2025-01-01 03:31:00,0,0,400.0,0,-87.37582420803471,0,0
2025-01-01 03:32:00,0,0,400.0,0,-83.58358355967944,0,0
2025-01-01 03:33:00,0,0,400.0,0,-78.7473228490846,1,0
2025-01-01 03:34:00,0,0,400.0,0,-87.50004572472263,0,0
2025-01-01 03:35:00,0,0,400.0,0,-79.43770229914271,0,0
2025-01-01 03:36:00,1,1,400.0,4,-59.04104932982119,0,2
2025-01-01 03:37:00,1,0,400.0,4,-87.21103343737867,0,1
2025-01-01 03:38:00,1,1,400.0,3,-60.5052296191135,0,4
2025-01-01 03:39:00,1,0,400.0,1,-76.78988396351832,0,2
2025-01-01 03:40:00,0,0,400.0,0,-70.5682563192112,0,0
2025-01-01 03:41:00,0,0,400.0,0,-83.35075671529978,0,0
2025-01-01 03:42:00,0,0,400.0,0,-82.15772006410813,0,0
2025-01-01 03:43:00,1,0,400.0,2,-80.45321440036571,0,2
2025-01-01 03:44:00,0,0,400.0,0,-83.61865455557893,0,0
2025-01-01 03:45:00,0,0,400.0,0,-71.01981460980222,0,0
2025-01-01 03:46:00,0,0,400.0,0,-74.89053633433014,0,0
2025-01-01 03:47:00,0,0,400.0,0,-84.59594586443521,1,0
2025-01-01 03:48:00,1,0,400.0,0,-76.2401545459235,0,1
2025-01-01 03:49:00,1,1,400.0,4,-64.8191509586052,0,1
2025-01-01 03:50:00,0,0,400.0,0,-86.58108634111755,0,0
2025-01-01 03:51:00,0,0,400.0,0,-74.26478949730563,0,0
2025-01-01 03:52:00,0,0,400.0,0,-77.30550345506299,0,0
2025-01-01 03:53:00,0,0,400.0,0,-86.06581063079976,0,0
2025-01-01 03:54:00,1,0,400.0,2,-80.30803552477013,0,0
2025-01-01 03:55:00,1,1,400.0,5,-60.263635333460556,0,2
2025-01-01 03:56:00,1,0,400.0,5,-77.67735840593234,0,2
2025-01-01 03:57:00,0,0,400.0,0,-79.11617860565181,0,0
2025-01-01 03:58:00,1,0,400.0,4,-81.99085114139831,1,3
2025-01-01 03:59:00,1,0,400.0,3,-72.87024546677384,0,2
2025-01-01 04:00:00,0,0,400.0,0,-85.46056841657759,0,0
2025-01-01 04:01:00,0,0,400.0,0,-76.42313988538648,0,0
2025-01-01 04:02:00,0,0,400.0,0,-85.70800353705012,0,0
2025-01-01 04:03:00,0,0,400.0,0,-77.63608341432058,0,0
2025-01-01 04:04:00,0,0,400.0,0,-75.36526643492441,0,0
2025-01-01 04:05:00,0,0,400.0,0,-73.3191275752466,0,0
2025-01-01 04:06:00,1,1,400.0,2,-67.56653708852812,0,0
2025-01-01 04:07:00,0,0,400.0,0,-84.3618342318624,0,0
2025-01-01 04:08:00,0,0,400.0,0,-87.4048812136657,0,0
2025-01-01 04:09:00,0,0,400.0,0,-73.27579039780167,0,0
2025-01-01 04:10:00,0,0,400.0,0,-87.73573492019696,0,0
2025-01-01 04:11:00,1,1,400.0,4,-53.580850974630025,1,0
2025-01-01 04:12:00,1,1,400.0,2,-60.29860911649722,0,3
2025-01-01 04:13:00,1,1,400.0,2,-57.70614208862747,0,1
2025-01-01 04:14:00,0,0,400.0,0,-80.19574607054801,0,0
2025-01-01 04:15:00,0,0,400.0,0,-71.05371507403017,1,0
2025-01-01 04:16:00,0,0,400.0,0,-70.53630003514091,0,0
2025-01-01 04:17:00,0,0,400.0,0,-86.98507109307246,0,0
2025-01-01 04:18:00,1,0,400.0,2,-73.68018570241367,0,2
2025-01-01 04:19:00,0,0,400.0,0,-89.06118997660747,0,0
2025-01-01 04:20:00,1,0,400.0,2,-85.44903682399254,0,0
2025-01-01 04:21:00,1,1,400.0,3,-68.64680131721532,1,1
2025-01-01 04:22:00,0,0,400.0,0,-79.11678047447819,0,0
2025-01-01 04:23:00,1,0,400.0,0,-89.94543950343115,0,0
2025-01-01 04:24:00,1,0,400.0,5,-87.18248759203622,0,3
2025-01-01 04:25:00,1,1,400.0,3,-60.43101831068468,0,2
2025-01-01 04:26:00,1,0,400.0,2,-78.02527142878942,0,3
2025-01-01 04:27:00,0,0,400.0,0,-71.27110382878458,0,0
2025-01-01 04:28:00,1,1,400.0,2,-55.150665225961795,0,2
2025-01-01 04:29:00,0,0,400.0,0,-85.61074459742946,0,0
2025-01-01 04:30:00,0,0,400.0,0,-85.82096776140797,0,0
2025-01-01 04:31:00,0,0,400.0,0,-80.76046973252524,1,0
2025-01-01 04:32:00,0,0,400.0,0,-79.20963285561345,1,0
2025-01-01 04:33:00,0,0,400.0,0,-78.34544691950849,0,0
2025-01-01 04:34:00,0,0,400.0,0,-84.04835883287724,0,0
2025-01-01 04:35:00,1,0,400.0,3,-76.31097603265576,0,2
2025-01-01 04:36:00,0,0,400.0,0,-78.64757852974854,0,0
2025-01-01 04:37:00,0,0,400.0,0,-86.62846624701203,0,0
2025-01-01 04:38:00,0,0,400.0,0,-77.02074004430598,1,0
2025-01-01 04:39:00,0,0,400.0,0,-82.17340830568106,0,0
2025-01-01 04:40:00,1,0,400.0,3,-77.45011174956646,0,0
2025-01-01 04:41:00,1,1,400.0,2,-68.0692609061193,0,2
2025-01-01 04:42:00,0,0,400.0,0,-86.05183982337961,0,0
2025-01-01 04:43:00,1,1,400.0,3,-58.0992914432138,0,2
2025-01-01 04:44:00,0,0,400.0,0,-81.44292593217452,0,0
2025-01-01 04:45:00,0,0,400.0,0,-79.46314849149724,0,0
2025-01-01 04:46:00,0,0,400.0,0,-82.90614067434572,0,0
2025-01-01 04:47:00,1,0,400.0,6,-75.01950334781974,0,1
2025-01-01 04:48:00,0,0,400.0,0,-70.04344026054609,0,0
2025-01-01 04:49:00,0,0,400.0,0,-83.06046727637377,0,0
2025-01-01 04:50:00,0,0,400.0,0,-88.19322276610069,0,0
2025-01-01 04:51:00,0,0,400.0,0,-85.7900085881666,0,0
2025-01-01 04:52:00,0,0,400.0,0,-84.6729101403535,0,0
2025-01-01 04:53:00,0,0,400.0,0,-70.3826179163279,0,0
2025-01-01 04:54:00,1,0,400.0,5,-87.1568069095593,0,1
2025-01-01 04:55:00,1,0,400.0,4,-82.92241202248769,0,2
2025-01-01 04:56:00,0,0,400.0,0,-72.26667303384815,0,0
2025-01-01 04:57:00,1,0,400.0,1,-84.02360551829881,0,0
2025-01-01 04:58:00,1,0,400.0,7,-80.5297701036882,0,3
2025-01-01 04:59:00,1,0,400.0,6,-87.15635168192065,0,1
2025-01-01 05:00:00,0,0,400.0,0,-73.71111680365392,0,0
2025-01-01 05:01:00,0,0,400.0,0,-72.68564460406678,0,0
2025-01-01 05:02:00,1,1,400.0,4,-58.46894426927452,0,1
2025-01-01 05:03:00,0,0,400.0,0,-84.78436400303329,1,0
2025-01-01 05:04:00,0,0,400.0,0,-76.32670393380536,0,0
2025-01-01 05:05:00,1,1,400.0,2,-51.9634983748748,0,1
2025-01-01 05:06:00,0,0,400.0,0,-78.4175574671137,0,0
2025-01-01 05:07:00,1,0,400.0,3,-71.31527905928024,0,4
2025-01-01 05:08:00,0,0,400.0,0,-78.85462470822857,0,0
2025-01-01 05:09:00,0,0,400.0,0,-86.38386318220502,0,0
2025-01-01 05:10:00,1,1,400.0,2,-54.92455319316598,1,1
2025-01-01 05:11:00,0,0,400.0,0,-73.9070682106983,0,0
2025-01-01 05:12:00,0,0,400.0,0,-86.21056841360058,0,0
2025-01-01 05:13:00,0,0,400.0,0,-79.79260998266089,0,0
2025-01-01 05:14:00,0,0,400.0,0,-86.83056192359044,0,0
2025-01-01 05:15:00,0,0,400.0,0,-80.01807322859648,0,0
2025-01-01 05:16:00,0,0,400.0,0,-76.23258462254026,0,0
2025-01-01 05:17:00,0,0,400.0,0,-84.72070315990241,0,0
2025-01-01 05:18:00,1,0,400.0,1,-73.37056630560234,0,5
2025-01-01 05:19:00,0,0,400.0,0,-87.07833308215268,1,0
2025-01-01 05:20:00,0,0,400.0,0,-81.25141425412848,0,0
2025-01-01 05:21:00,0,0,400.0,0,-80.15367268075497,0,0
2025-01-01 05:22:00,1,0,400.0,3,-85.73438768898231,0,0
2025-01-01 05:23:00,0,0,400.0,0,-70.09077823163392,0,0
2025-01-01 05:24:00,1,0,400.0,8,-85.84265415095753,0,0
2025-01-01 05:25:00,1,0,400.0,2,-80.6103027743051,1,0
2025-01-01 05:26:00,1,0,400.0,0,-86.28786645853917,0,4
2025-01-01 05:27:00,0,0,400.0,0,-86.38898191757397,0,0
2025-01-01 05:28:00,0,0,400.0,0,-73.4352112454016,0,0
2025-01-01 05:29:00,0,0,400.0,0,-72.00735789014112,1,0
2025-01-01 05:30:00,0,0,400.0,0,-85.39682107149329,0,0
2025-01-01 05:31:00,1,0,400.0,2,-89.06155280717262,0,1
2025-01-01 05:32:00,0,0,400.0,0,-79.59556945358347,0,0
2025-01-01 05:33:00,1,0,400.0,2,-71.26457527509959,0,1
2025-01-01 05:34:00,0,0,400.0,0,-77.78877602981318,0,0
2025-01-01 05:35:00,1,0,400.0,4,-78.87058397173674,0,2
2025-01-01 05:36:00,0,0,400.0,0,-72.2004989231255,0,0
2025-01-01 05:37:00,1,1,400.0,4,-69.59655744314641,1,1
2025-01-01 05:38:00,0,0,400.0,0,-85.53004293787383,0,0
2025-01-01 05:39:00,1,0,400.0,3,-70.08818632179296,1,1
2025-01-01 05:40:00,0,0,400.0,0,-74.81375891912629,0,0
2025-01-01 05:41:00,1,1,400.0,0,-60.75342016587975,0,1
2025-01-01 05:42:00,0,0,400.0,0,-76.64243542102868,1,0
2025-01-01 05:43:00,1,0,400.0,5,-89.38084501403266,1,0
2025-01-01 05:44:00,0,0,400.0,0,-80.3334895423685,0,0
2025-01-01 05:45:00,0,0,400.0,0,-79.21327094336968,0,0
2025-01-01 05:46:00,1,0,400.0,3,-71.76353890884977,0,2
2025-01-01 05:47:00,0,0,400.0,0,-71.42268820841353,0,0
2025-01-01 05:48:00,0,0,400.0,0,-78.00555029290106,0,0
2025-01-01 05:49:00,0,0,400.0,0,-84.93058732399084,0,0
2025-01-01 05:50:00,0,0,400.0,0,-82.10794123202871,0,0
2025-01-01 05:51:00,0,0,400.0,0,-79.6664563691254,0,0
2025-01-01 05:52:00,1,0,400.0,5,-89.55343901319031,0,0
2025-01-01 05:53:00,1,0,400.0,0,-86.85915969544068,0,3
2025-01-01 05:54:00,1,1,400.0,2,-58.34706589669238,0,1
2025-01-01 05:55:00,0,0,400.0,0,-76.39748004733814,0,0
2025-01-01 05:56:00,1,0,400.0,4,-80.36990629813504,0,2
2025-01-01 05:57:00,1,0,400.0,4,-83.01859531600337,0,5
2025-01-01 05:58:00,1,0,404.0809033324697,1,-76.72799886879451,0,2
2025-01-01 05:59:00,0,0,401.1775277663132,0,-80.07386035236462,0,0
2025-01-01 06:00:00,0,0,400.0,0,-77.47458088181313,0,0
2025-01-01 06:01:00,0,0,400.0,0,-81.12251868958609,0,0
2025-01-01 06:02:00,1,0,400.43271629334976,5,-78.16999574511597,0,3
2025-01-01 06:03:00,0,0,400.0,0,-71.42457139503813,0,0
2025-01-01 06:04:00,0,0,400.0,0,-71.62972528872756,0,0
2025-01-01 06:05:00,1,1,403.2555850092722,0,-61.65108591058768,0,0
2025-01-01 06:06:00,0,0,402.00851731273764,0,-71.10178683072803,0,0
2025-01-01 06:07:00,0,0,400.0232042264035,0,-79.15278716919586,1,0
2025-01-01 06:08:00,1,1,411.7589905894446,3,-54.34669846293043,0,0
2025-01-01 06:09:00,0,0,407.9245290993041,0,-85.70755590818494,0,0
2025-01-01 06:10:00,1,0,419.07303625732783,5,-71.68498296509536,0,3
2025-01-01 06:11:00,0,0,416.80857007455126,0,-72.93970695766878,0,0
2025-01-01 06:12:00,0,0,414.13787135291454,0,-70.22916614882114,1,0
2025-01-01 06:13:00,0,0,413.0600872265874,0,-72.12922689926125,0,0
2025-01-01 06:14:00,1,0,419.6334600149859,1,-89.6553081421045,0,0
2025-01-01 06:15:00,0,0,417.9527673231888,0,-72.23927881512756,0,0
2025-01-01 06:16:00,0,0,414.83731367857575,0,-84.7403561377073,0,0
2025-01-01 06:17:00,0,0,410.88508843472624,0,-70.88888747592257,0,0
2025-01-01 06:18:00,0,0,407.68169259356347,0,-75.61143754193728,0,0
2025-01-01 06:19:00,0,0,404.763809697379,0,-72.0732700829861,0,0
2025-01-01 06:20:00,0,0,402.9114295575621,0,-82.68047915391267,0,0
